date,type,amount,coin_type,fee,fee_coin,network,from,to,transaction_hash,status,source_record_type,event_index,token_contract,source_url,notes
2017-09-04T07:24:07Z,buying,3.94414191,ETH,,,Ethereum,0x1522900B6daFac587d499a862861C0869Be6E428,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x8d8034dd5292afbc2eb87db3007fd21ef75c4e0802ba45671b83543d3c21a993,ok,internal_transaction,2,,https://eth.blockscout.com/tx/0x8d8034dd5292afbc2eb87db3007fd21ef75c4e0802ba45671b83543d3c21a993,external-to-owned asset transfer
2017-09-10T08:00:08Z,selling,0.001,ETH,0.000441,ETH,Ethereum,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0xC7C13E9e7F9d7a8AF7E547e8aed62c62649B47d4,0x8ce3e0c9685ca2aeeb3806e7e5a2d80278b2c7b9f137651a00b73f029a2df8b1,ok,native_transaction,,,https://eth.blockscout.com/tx/0x8ce3e0c9685ca2aeeb3806e7e5a2d80278b2c7b9f137651a00b73f029a2df8b1,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2017-09-10T08:06:21Z,buying,6.84111,ETH,,,Ethereum,0x1522900B6daFac587d499a862861C0869Be6E428,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x1397edd5e9afa5a869406cf1d53d91b70048fe042e0a45db9da884f2409a160b,ok,internal_transaction,2,,https://eth.blockscout.com/tx/0x1397edd5e9afa5a869406cf1d53d91b70048fe042e0a45db9da884f2409a160b,external-to-owned asset transfer
2017-10-16T06:42:30Z,airdrop/spam,1,WRC,,,Ethereum,0x683797EC3e59923f879D6ffA62Cdc887394ab4cb,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x80d1d744825261d8b7cbef4d998513c83994215d95f3dd7c4c7a726242a942b3,ok,token_transfer,20,0x72aDadb447784dd7AB1F472467750fC485e4cb2d,https://eth.blockscout.com/tx/0x80d1d744825261d8b7cbef4d998513c83994215d95f3dd7c4c7a726242a942b3,unsolicited token distribution/dust; no purchase evidence
2017-10-24T00:21:41Z,airdrop/spam,993.81983493383591176,XNN,,,Ethereum,0xb59fDfF77a6175DFA4fE7aF4281a52f61611eAa2,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0xa9f1d4f61a90be26f519440a5e5457c1981a7e4c6a7edf8ed67f1af5c555cf21,ok,token_transfer,27,0xab95E915c123fdEd5BDfB6325e35ef5515F1EA69,https://eth.blockscout.com/tx/0xa9f1d4f61a90be26f519440a5e5457c1981a7e4c6a7edf8ed67f1af5c555cf21,unsolicited token distribution/dust; no purchase evidence
2017-10-26T11:45:17Z,airdrop/spam,0.5,JOT,,,Ethereum,0x160e529055D084add9634fE1c2059109c8CE044e,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x2fc991cbafafe9234d8ffbfbc1f1feb12fef858ca1058ae73100fad4412ac7db,ok,token_transfer,128,0xdb455c71C1bC2de4e80cA451184041Ef32054001,https://eth.blockscout.com/tx/0x2fc991cbafafe9234d8ffbfbc1f1feb12fef858ca1058ae73100fad4412ac7db,unsolicited token distribution/dust; no purchase evidence
2017-11-03T21:20:22Z,buying,3.128864207604489851,XDATA,,,Ethereum,0x5586AeC6f58086524753D594cEC08c4318314299,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x0a702ce6a4c8bb855b97fe314c41b04068f168ac5945c29a1a5ae2f3261eda4d,ok,token_transfer,38,0x0Cf0Ee63788A0849fE5297F3407f701E122cC023,https://eth.blockscout.com/tx/0x0a702ce6a4c8bb855b97fe314c41b04068f168ac5945c29a1a5ae2f3261eda4d,external-to-owned transfer of a documented acquired token
2017-11-16T09:11:04Z,moving between my wallets,0.01,ETH,0.000441,ETH,Ethereum,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x66031fcf22e5bba9ac3f2f7a6c8974cf2203a0f288f5eebec6af6c4834ecb624,ok,native_transaction,,,https://eth.blockscout.com/tx/0x66031fcf22e5bba9ac3f2f7a6c8974cf2203a0f288f5eebec6af6c4834ecb624,both endpoints are configured owned wallets
2017-11-16T09:14:25Z,moving between my wallets,0.005,ETH,0.000441,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0xa689253ed1dd019f65c79b102c8f43197354ef6c6547e4075ca0a541e90e08bb,ok,native_transaction,,,https://eth.blockscout.com/tx/0xa689253ed1dd019f65c79b102c8f43197354ef6c6547e4075ca0a541e90e08bb,both endpoints are configured owned wallets
2017-11-16T09:29:18Z,moving between my wallets,5,ETH,0.000546,ETH,Ethereum,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xb8a899b9066ed1def7efc74b4cb002edc43c0f49650176081468597b94eef71e,ok,native_transaction,,,https://eth.blockscout.com/tx/0xb8a899b9066ed1def7efc74b4cb002edc43c0f49650176081468597b94eef71e,both endpoints are configured owned wallets
2017-11-16T09:32:07Z,moving between my wallets,10,ETH,0.000546,ETH,Ethereum,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x858b2614727f555fd45c526680924aa3753e2ab66f08b027020cc1c81fc540b7,ok,native_transaction,,,https://eth.blockscout.com/tx/0x858b2614727f555fd45c526680924aa3753e2ab66f08b027020cc1c81fc540b7,both endpoints are configured owned wallets
2017-11-16T09:33:58Z,moving between my wallets,14.54950323,ETH,0.000546,ETH,Ethereum,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xad4692d2c3e1baa9f9abb8518110101cb67f4fb95c954d9e105e5a4c7ccebaf3,ok,native_transaction,,,https://eth.blockscout.com/tx/0xad4692d2c3e1baa9f9abb8518110101cb67f4fb95c954d9e105e5a4c7ccebaf3,both endpoints are configured owned wallets
2017-11-16T09:37:43Z,moving between my wallets,0.01,ETH,0.000546,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0xe765441d37da886eb7324f5ee2f41b6c7a819e08548d0c67c777f3d3ef78bdb8,ok,native_transaction,,,https://eth.blockscout.com/tx/0xe765441d37da886eb7324f5ee2f41b6c7a819e08548d0c67c777f3d3ef78bdb8,both endpoints are configured owned wallets
2017-11-16T09:38:28Z,moving between my wallets,100,BNT,0.000972608,ETH,Ethereum,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xa990e95e2bf7df31dfd4c22674e90cc382c1a6d5ca6e25f5f063ec0683588c6f,ok,token_transfer,12,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,https://eth.blockscout.com/tx/0xa990e95e2bf7df31dfd4c22674e90cc382c1a6d5ca6e25f5f063ec0683588c6f,both endpoints are configured owned wallets
2017-11-16T09:39:28Z,moving between my wallets,0.01,ETH,0.000546,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x3e9f6ea81b22c1fb01ed59338269a5d74b074f74cd1cdfce89c1340aafdea49c,ok,native_transaction,,,https://eth.blockscout.com/tx/0x3e9f6ea81b22c1fb01ed59338269a5d74b074f74cd1cdfce89c1340aafdea49c,both endpoints are configured owned wallets
2017-11-16T09:41:41Z,failed,0,ETH,0.00065,ETH,Ethereum,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x86Fa049857E0209aa7D9e616F7eb3b3B78ECfdb0,0x60c61c58a842e95a1cd6593d86a344e8ec1a53dbb2e5fe77e8a797ecd3d3bda9,error,native_transaction,,,https://eth.blockscout.com/tx/0x60c61c58a842e95a1cd6593d86a344e8ec1a53dbb2e5fe77e8a797ecd3d3bda9,reverted/failed on-chain transaction; no asset transferred
2017-11-16T09:41:41Z,failed,0,ETH,0.00065,ETH,Ethereum,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xdd36fde3aee6d284ebc6ba33fd2892cd5bb594976c181c69213610cdca613ba5,error,native_transaction,,,https://eth.blockscout.com/tx/0xdd36fde3aee6d284ebc6ba33fd2892cd5bb594976c181c69213610cdca613ba5,reverted/failed on-chain transaction; no asset transferred
2017-11-16T09:42:02Z,failed,0,ETH,0.00065,ETH,Ethereum,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x0Cf0Ee63788A0849fE5297F3407f701E122cC023,0x146b164e97578af517f75f64d3c5bf33470b6a939e92d3ca1d13d681e835f4e4,error,native_transaction,,,https://eth.blockscout.com/tx/0x146b164e97578af517f75f64d3c5bf33470b6a939e92d3ca1d13d681e835f4e4,reverted/failed on-chain transaction; no asset transferred
2017-11-16T09:46:03Z,failed,0,ETH,0.00078,ETH,Ethereum,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x86Fa049857E0209aa7D9e616F7eb3b3B78ECfdb0,0x880ba26db5059d8bf2d0da5f2899966376ad3f78243551901af677c4bb366c01,error,native_transaction,,,https://eth.blockscout.com/tx/0x880ba26db5059d8bf2d0da5f2899966376ad3f78243551901af677c4bb366c01,reverted/failed on-chain transaction; no asset transferred
2017-11-16T09:56:01Z,selling,30,EOS,0.0000980232,ETH,Ethereum,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x35878B23c283c078dEc252336D27d91d1D1E8436,0x44aaa434514ddcf61b87f9460971a8f45f93056d319cf0177f3c4f4b9f2a9141,ok,token_transfer,33,0x86Fa049857E0209aa7D9e616F7eb3b3B78ECfdb0,https://eth.blockscout.com/tx/0x44aaa434514ddcf61b87f9460971a8f45f93056d319cf0177f3c4f4b9f2a9141,genuine owned-to-external token transfer; prior wallet note identifies outward transfers as sales
2017-11-16T09:58:01Z,buying,0.1641518,ETH,,,Ethereum,0xD3273EBa07248020bf98A8B560ec1576a612102F,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x8c567acea7a1b114d0c3dd069bf9dc01345dd9f36e7e29805bd48d3c2b74f96a,ok,native_transaction,,,https://eth.blockscout.com/tx/0x8c567acea7a1b114d0c3dd069bf9dc01345dd9f36e7e29805bd48d3c2b74f96a,external-to-owned asset transfer
2017-11-16T10:02:05Z,selling,3.128864207604489851,XDATA,0.000090132,ETH,Ethereum,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x35878B23c283c078dEc252336D27d91d1D1E8436,0x0107d4dcf56ad2f905c9f2171de23bb627effe5478e0936112d6695c5885f1da,ok,token_transfer,30,0x0Cf0Ee63788A0849fE5297F3407f701E122cC023,https://eth.blockscout.com/tx/0x0107d4dcf56ad2f905c9f2171de23bb627effe5478e0936112d6695c5885f1da,genuine owned-to-external token transfer; prior wallet note identifies outward transfers as sales
2017-11-16T10:06:32Z,moving between my wallets,,ERC-20,0.00016258,ETH,Ethereum,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xf352eb30836b719a3a375d77036521315eb92ca6198ae8e742dac9083724ceb3,ok,token_transfer,64,0x52903256dd18D85c2Dc4a6C999907c9793eA61E3,https://eth.blockscout.com/tx/0xf352eb30836b719a3a375d77036521315eb92ca6198ae8e742dac9083724ceb3,both endpoints are configured owned wallets; amount unavailable because token decimals are missing
2017-11-16T10:55:46Z,buying,0.0045,BTC,,,Bitcoin,32hTCQ666c6ht2pXag7eb6JJbx3JsqYWs6,37iNXzmzfEy24LujzVvjDuAEQ1r2au8Xto,4ff0593274880ad503c2f71982c1108cf2f4fe33262595082fab9e3ee6f59a9a,confirmed,bitcoin_transaction,,,https://mempool.space/tx/4ff0593274880ad503c2f71982c1108cf2f4fe33262595082fab9e3ee6f59a9a,external-to-owned Bitcoin transfer
2017-11-18T18:17:27Z,moving between my wallets,0.1800564568,ETH,0.000042,ETH,Ethereum,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x2e49f7a55794d9e91d65e905ea3f164964dbd1e4c0083ec86eb5e558238472ab,ok,native_transaction,,,https://eth.blockscout.com/tx/0x2e49f7a55794d9e91d65e905ea3f164964dbd1e4c0083ec86eb5e558238472ab,both endpoints are configured owned wallets
2017-11-20T01:31:46Z,airdrop/spam,591.1316446,VIU,,,Ethereum,0xAE2B80F7F4D285Caa658a285233550D19C8e7847,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x12ace4ab34d58f3657234331b156158227d80975a19989c1dcdb0a8147fd3308,ok,token_transfer,81,0x519475b31653E46D20cD09F9FdcF3B12BDAcB4f5,https://eth.blockscout.com/tx/0x12ace4ab34d58f3657234331b156158227d80975a19989c1dcdb0a8147fd3308,unsolicited token distribution/dust; no purchase evidence
2017-11-27T06:13:32Z,moving between my wallets,0.01,ETH,0.000042,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xB3EBE04E4a61cdFc5DbE7fa98f96A7ff22e51817,0x6a53f8527f2fc7b0e5ca2b50adf3abe888779052a4e3714142064100f81e9f79,ok,native_transaction,,,https://eth.blockscout.com/tx/0x6a53f8527f2fc7b0e5ca2b50adf3abe888779052a4e3714142064100f81e9f79,both endpoints are configured owned wallets
2017-11-27T06:22:39Z,moving between my wallets,0.005,ETH,0.000042,ETH,Ethereum,0xB3EBE04E4a61cdFc5DbE7fa98f96A7ff22e51817,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x8a23c64d189247f0d0420f88a5fff495bcffeb783b65e02b64b8e7de9474c5ea,ok,native_transaction,,,https://eth.blockscout.com/tx/0x8a23c64d189247f0d0420f88a5fff495bcffeb783b65e02b64b8e7de9474c5ea,both endpoints are configured owned wallets
2017-11-27T06:24:55Z,moving between my wallets,0.004916,ETH,0.000042,ETH,Ethereum,0xB3EBE04E4a61cdFc5DbE7fa98f96A7ff22e51817,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x27b09f69724c9f10ea34be59605a15aeec1d5ac9eb54308b7bb0d4cbb35338ff,ok,native_transaction,,,https://eth.blockscout.com/tx/0x27b09f69724c9f10ea34be59605a15aeec1d5ac9eb54308b7bb0d4cbb35338ff,both endpoints are configured owned wallets
2017-11-27T06:27:09Z,moving between my wallets,2.5,ETH,0.000042,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xB3EBE04E4a61cdFc5DbE7fa98f96A7ff22e51817,0x504ffaab556da7f388927874aada82f7dda24b042494b7877777d32cf1c557ef,ok,native_transaction,,,https://eth.blockscout.com/tx/0x504ffaab556da7f388927874aada82f7dda24b042494b7877777d32cf1c557ef,both endpoints are configured owned wallets
2017-11-27T15:14:12Z,airdrop/spam,,ERC-20,,,Ethereum,0x0000000000000000000000000000000000000000,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x6adef85c041c77eb47976f11c6600934080dc2d4600f703f004c65df9ae6eb28,ok,token_transfer,419,0x52903256dd18D85c2Dc4a6C999907c9793eA61E3,https://eth.blockscout.com/tx/0x6adef85c041c77eb47976f11c6600934080dc2d4600f703f004c65df9ae6eb28,unsolicited token distribution/dust; no purchase evidence; amount unavailable because token decimals are missing
2017-11-27T19:40:18Z,airdrop/spam,,ERC-20,,,Ethereum,0x0000000000000000000000000000000000000000,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x0cf9a40c2aa9f7a70479059c6189586f30d21664881b9918269e0daccb2760bf,ok,token_transfer,155,0x52903256dd18D85c2Dc4a6C999907c9793eA61E3,https://eth.blockscout.com/tx/0x0cf9a40c2aa9f7a70479059c6189586f30d21664881b9918269e0daccb2760bf,unsolicited token distribution/dust; no purchase evidence; amount unavailable because token decimals are missing
2017-12-02T15:02:28Z,airdrop/spam,,ERC-20,,,Ethereum,0x6d4ee35D70AD6331000E370F079aD7df52E75005,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x96268ddd1cc31482f6e67b22b717586b155a80d8ebc4b33c3069c424e832fc64,ok,token_transfer,161,0xEF68e7C694F40c8202821eDF525dE3782458639f,https://eth.blockscout.com/tx/0x96268ddd1cc31482f6e67b22b717586b155a80d8ebc4b33c3069c424e832fc64,unsolicited token distribution/dust; no purchase evidence; amount unavailable because token decimals are missing
2017-12-02T19:47:04Z,buying,0.043,ETH,,,Ethereum,0x1522900B6daFac587d499a862861C0869Be6E428,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x7bbaf94acfed626f83cb8218f1eb61e28e44d17b5fb7749e6539dc178df42268,ok,internal_transaction,2,,https://eth.blockscout.com/tx/0x7bbaf94acfed626f83cb8218f1eb61e28e44d17b5fb7749e6539dc178df42268,external-to-owned asset transfer
2017-12-02T20:09:07Z,buying,0.6,ETH,,,Ethereum,0x1522900B6daFac587d499a862861C0869Be6E428,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xe816869b512c6106ce19670391c6f764aec535b6a9395a3d546ac19b88c3ec95,ok,internal_transaction,2,,https://eth.blockscout.com/tx/0xe816869b512c6106ce19670391c6f764aec535b6a9395a3d546ac19b88c3ec95,external-to-owned asset transfer
2017-12-14T10:55:16Z,buying,0.791,ETH,,,Ethereum,0xc3B0beDE4A1590BAE1EcF930D144D38D6Dd5A2B8,0x31aeaB4FF2D0bB779f4a274b75D598d7c426E974,0x34ce16ad384effc4eac991db5f0b93dd29086d3474f3e255e38ab2ad6677fe91,ok,native_transaction,,,https://eth.blockscout.com/tx/0x34ce16ad384effc4eac991db5f0b93dd29086d3474f3e255e38ab2ad6677fe91,external-to-owned asset transfer
2017-12-14T10:55:27Z,buying,0.0608089,BTC,,,Bitcoin,57 external addresses (see raw table),3MsKunajhP5rpiJMURu9ZcWgCKZ5PRL26t,9f68d6ee3e7381ecd7e0bc9bc665dc244c8bee3a31702a53b1b28f5cc7ab3fda,confirmed,bitcoin_transaction,,,https://mempool.space/tx/9f68d6ee3e7381ecd7e0bc9bc665dc244c8bee3a31702a53b1b28f5cc7ab3fda,external-to-owned Bitcoin transfer
2017-12-16T06:22:02Z,selling,0.0213,ETH,0.000042,ETH,Ethereum,0xB3EBE04E4a61cdFc5DbE7fa98f96A7ff22e51817,0xcF490Ab4d183629D46b106c56c6925E50aD2cfBc,0x66f42b92c0a27aa03476ea1143f0ba759488cdebfc675cfdd79c823b5700fd51,ok,native_transaction,,,https://eth.blockscout.com/tx/0x66f42b92c0a27aa03476ea1143f0ba759488cdebfc675cfdd79c823b5700fd51,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2017-12-22T06:11:51Z,airdrop/spam,27.8558586868,EMO,,,Ethereum,0x1c19839c88c0cdb4D0b10208833101D75454d7C1,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xc53d7960791853ad81e92780005c087fe2d2251308fdde5a1772b9722b5c3ffc,ok,token_transfer,72,0xd037a81B22e7F814bC6f87D50e5bd67d8c329Fa2,https://eth.blockscout.com/tx/0xc53d7960791853ad81e92780005c087fe2d2251308fdde5a1772b9722b5c3ffc,unsolicited token distribution/dust; no purchase evidence
2017-12-31T22:12:26Z,selling,0.001324,ETH,0.000315,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x22e4a2798e810C31589c7398B7877E53F9807b24,0x41c8aa4c76387cf54ba7cfc27a93cc78e60cb8d8056a8e33bc96374e1f776d68,ok,native_transaction,,,https://eth.blockscout.com/tx/0x41c8aa4c76387cf54ba7cfc27a93cc78e60cb8d8056a8e33bc96374e1f776d68,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2017-12-31T22:15:54Z,selling,0.0047,ETH,0.0004305,ETH,Ethereum,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x22e4a2798e810C31589c7398B7877E53F9807b24,0xf81ed127058fbba2166634e9fd8fdc8dd1a1953db17f03cc311eab9643e79da3,ok,native_transaction,,,https://eth.blockscout.com/tx/0xf81ed127058fbba2166634e9fd8fdc8dd1a1953db17f03cc311eab9643e79da3,owned-to-external transfer; prior wallet note identifies outward transfers as sales
2018-06-16T08:01:01Z,airdrop/spam,911,HEALP,,,Ethereum,0x0000000000000000000000000000000000000000,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x2ea71dbb90b0a887ddeeea52d094171199009da9865647d7970123ccb0df718f,ok,token_transfer,252,0x7B2f9706CD8473B4F5B7758b0171a9933Fc6C4d6,https://eth.blockscout.com/tx/0x2ea71dbb90b0a887ddeeea52d094171199009da9865647d7970123ccb0df718f,unsolicited token distribution/dust; no purchase evidence
2018-06-16T11:58:54Z,airdrop/spam,911,HEALP,,,Ethereum,0x0000000000000000000000000000000000000000,0xB3EBE04E4a61cdFc5DbE7fa98f96A7ff22e51817,0xeff6c3d30d8867e1b11dcaf7a5232ba650246fc83fa2b895b4771a03a9acf167,ok,token_transfer,1523,0x7B2f9706CD8473B4F5B7758b0171a9933Fc6C4d6,https://eth.blockscout.com/tx/0xeff6c3d30d8867e1b11dcaf7a5232ba650246fc83fa2b895b4771a03a9acf167,unsolicited token distribution/dust; no purchase evidence
2018-07-19T17:50:20Z,airdrop/spam,27,GSE,,,Ethereum,0xc7304352548C192f6ba59Ee15E3E1ae9A5605608,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xbdac73b25f899faf8bf80393b508fc2885805a89fc4c744a8e1fcde5ff3cb46a,ok,token_transfer,48,0xe530441f4f73bDB6DC2fA5aF7c3fC5fD551Ec838,https://eth.blockscout.com/tx/0xbdac73b25f899faf8bf80393b508fc2885805a89fc4c744a8e1fcde5ff3cb46a,unsolicited token distribution/dust; no purchase evidence
2018-09-06T19:30:59Z,airdrop/spam,2.197609567175031014,LPT,,,Ethereum,0x8e306b005773bee6bA6A6e8972Bc79D766cC15c8,0xB3EBE04E4a61cdFc5DbE7fa98f96A7ff22e51817,0xb35044958f512f8ab46454c150470310826662cad4fae4c315d8b185850643f6,ok,token_transfer,122,0x58b6A8A3302369DAEc383334672404Ee733aB239,https://eth.blockscout.com/tx/0xb35044958f512f8ab46454c150470310826662cad4fae4c315d8b185850643f6,unsolicited token distribution/dust; no purchase evidence
