record_type,timestamp_utc,transaction_hash,block_number,event_index,status,from_address,to_address,asset,token_name,token_type,token_reputation,amount,amount_raw,decimals,transaction_fee_eth,transaction_fee_wei,method,token_contract,source_url
token_transfer,2017-10-26T11:45:17.000000Z,0x2fc991cbafafe9234d8ffbfbc1f1feb12fef858ca1058ae73100fad4412ac7db,4432821,128,ok,0x160e529055D084add9634fE1c2059109c8CE044e,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,JOT,Jury.Online Token,ERC-20,ok,0.5,500000000000000000,18,,,0x14004ef3,0xdb455c71C1bC2de4e80cA451184041Ef32054001,https://eth.blockscout.com/tx/0x2fc991cbafafe9234d8ffbfbc1f1feb12fef858ca1058ae73100fad4412ac7db
token_transfer,2017-11-03T21:20:22.000000Z,0x0a702ce6a4c8bb855b97fe314c41b04068f168ac5945c29a1a5ae2f3261eda4d,4484819,38,ok,0x5586AeC6f58086524753D594cEC08c4318314299,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,XDATA,Streamr XDATA,ERC-20,ok,3.128864207604489851,3128864207604489851,18,,,0xa645ff5f,0x0Cf0Ee63788A0849fE5297F3407f701E122cC023,https://eth.blockscout.com/tx/0x0a702ce6a4c8bb855b97fe314c41b04068f168ac5945c29a1a5ae2f3261eda4d
native_transaction,2017-11-16T09:11:04.000000Z,0x66031fcf22e5bba9ac3f2f7a6c8974cf2203a0f288f5eebec6af6c4834ecb624,4562544,,ok,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,ETH,,native,,0.01,10000000000000000,18,0.000441,441000000000000,,,https://eth.blockscout.com/tx/0x66031fcf22e5bba9ac3f2f7a6c8974cf2203a0f288f5eebec6af6c4834ecb624
native_transaction,2017-11-16T09:14:25.000000Z,0xa689253ed1dd019f65c79b102c8f43197354ef6c6547e4075ca0a541e90e08bb,4562561,,ok,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,ETH,,native,,0.005,5000000000000000,18,0.000441,441000000000000,,,https://eth.blockscout.com/tx/0xa689253ed1dd019f65c79b102c8f43197354ef6c6547e4075ca0a541e90e08bb
native_transaction,2017-11-16T09:29:18.000000Z,0xb8a899b9066ed1def7efc74b4cb002edc43c0f49650176081468597b94eef71e,4562630,,ok,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,ETH,,native,,5,5000000000000000000,18,0.000546,546000000000000,,,https://eth.blockscout.com/tx/0xb8a899b9066ed1def7efc74b4cb002edc43c0f49650176081468597b94eef71e
native_transaction,2017-11-16T09:32:07.000000Z,0x858b2614727f555fd45c526680924aa3753e2ab66f08b027020cc1c81fc540b7,4562642,,ok,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,ETH,,native,,10,10000000000000000000,18,0.000546,546000000000000,,,https://eth.blockscout.com/tx/0x858b2614727f555fd45c526680924aa3753e2ab66f08b027020cc1c81fc540b7
native_transaction,2017-11-16T09:33:58.000000Z,0xad4692d2c3e1baa9f9abb8518110101cb67f4fb95c954d9e105e5a4c7ccebaf3,4562646,,ok,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,ETH,,native,,14.54950323,14549503230000000000,18,0.000546,546000000000000,,,https://eth.blockscout.com/tx/0xad4692d2c3e1baa9f9abb8518110101cb67f4fb95c954d9e105e5a4c7ccebaf3
native_transaction,2017-11-16T09:37:43.000000Z,0xe765441d37da886eb7324f5ee2f41b6c7a819e08548d0c67c777f3d3ef78bdb8,4562660,,ok,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,ETH,,native,,0.01,10000000000000000,18,0.000546,546000000000000,,,https://eth.blockscout.com/tx/0xe765441d37da886eb7324f5ee2f41b6c7a819e08548d0c67c777f3d3ef78bdb8
native_transaction,2017-11-16T09:38:28.000000Z,0xa990e95e2bf7df31dfd4c22674e90cc382c1a6d5ca6e25f5f063ec0683588c6f,4562663,,ok,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,ETH,,native,,0,0,18,0.000972608,972608000000000,transfer,,https://eth.blockscout.com/tx/0xa990e95e2bf7df31dfd4c22674e90cc382c1a6d5ca6e25f5f063ec0683588c6f
token_transfer,2017-11-16T09:38:28.000000Z,0xa990e95e2bf7df31dfd4c22674e90cc382c1a6d5ca6e25f5f063ec0683588c6f,4562663,12,ok,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,BNT,Bancor Network,ERC-20,ok,100,100000000000000000000,18,,,0xa9059cbb,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,https://eth.blockscout.com/tx/0xa990e95e2bf7df31dfd4c22674e90cc382c1a6d5ca6e25f5f063ec0683588c6f
native_transaction,2017-11-16T09:39:28.000000Z,0x3e9f6ea81b22c1fb01ed59338269a5d74b074f74cd1cdfce89c1340aafdea49c,4562668,,ok,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,ETH,,native,,0.01,10000000000000000,18,0.000546,546000000000000,,,https://eth.blockscout.com/tx/0x3e9f6ea81b22c1fb01ed59338269a5d74b074f74cd1cdfce89c1340aafdea49c
native_transaction,2017-11-16T09:41:41.000000Z,0x60c61c58a842e95a1cd6593d86a344e8ec1a53dbb2e5fe77e8a797ecd3d3bda9,4562678,,error,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x86Fa049857E0209aa7D9e616F7eb3b3B78ECfdb0,ETH,,native,,0,0,18,0.00065,650000000000000,transfer,,https://eth.blockscout.com/tx/0x60c61c58a842e95a1cd6593d86a344e8ec1a53dbb2e5fe77e8a797ecd3d3bda9
native_transaction,2017-11-16T09:41:41.000000Z,0xdd36fde3aee6d284ebc6ba33fd2892cd5bb594976c181c69213610cdca613ba5,4562678,,error,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,ETH,,native,,0,0,18,0.00065,650000000000000,transfer,,https://eth.blockscout.com/tx/0xdd36fde3aee6d284ebc6ba33fd2892cd5bb594976c181c69213610cdca613ba5
native_transaction,2017-11-16T09:42:02.000000Z,0x146b164e97578af517f75f64d3c5bf33470b6a939e92d3ca1d13d681e835f4e4,4562679,,error,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x0Cf0Ee63788A0849fE5297F3407f701E122cC023,ETH,,native,,0,0,18,0.00065,650000000000000,transfer,,https://eth.blockscout.com/tx/0x146b164e97578af517f75f64d3c5bf33470b6a939e92d3ca1d13d681e835f4e4
native_transaction,2017-11-16T09:46:03.000000Z,0x880ba26db5059d8bf2d0da5f2899966376ad3f78243551901af677c4bb366c01,4562698,,error,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x86Fa049857E0209aa7D9e616F7eb3b3B78ECfdb0,ETH,,native,,0,0,18,0.00078,780000000000000,transfer,,https://eth.blockscout.com/tx/0x880ba26db5059d8bf2d0da5f2899966376ad3f78243551901af677c4bb366c01
native_transaction,2017-11-16T09:56:01.000000Z,0x44aaa434514ddcf61b87f9460971a8f45f93056d319cf0177f3c4f4b9f2a9141,4562746,,ok,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x86Fa049857E0209aa7D9e616F7eb3b3B78ECfdb0,ETH,,native,,0,0,18,0.0000980232,98023200000000,transfer,,https://eth.blockscout.com/tx/0x44aaa434514ddcf61b87f9460971a8f45f93056d319cf0177f3c4f4b9f2a9141
token_transfer,2017-11-16T09:56:01.000000Z,0x44aaa434514ddcf61b87f9460971a8f45f93056d319cf0177f3c4f4b9f2a9141,4562746,33,ok,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x35878B23c283c078dEc252336D27d91d1D1E8436,EOS,EOS,ERC-20,ok,30,30000000000000000000,18,,,0xa9059cbb,0x86Fa049857E0209aa7D9e616F7eb3b3B78ECfdb0,https://eth.blockscout.com/tx/0x44aaa434514ddcf61b87f9460971a8f45f93056d319cf0177f3c4f4b9f2a9141
native_transaction,2017-11-16T09:58:01.000000Z,0x8c567acea7a1b114d0c3dd069bf9dc01345dd9f36e7e29805bd48d3c2b74f96a,4562758,,ok,0xD3273EBa07248020bf98A8B560ec1576a612102F,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,ETH,,native,,0.1641518,164151800000000000,18,0.00021,210000000000000,,,https://eth.blockscout.com/tx/0x8c567acea7a1b114d0c3dd069bf9dc01345dd9f36e7e29805bd48d3c2b74f96a
native_transaction,2017-11-16T10:02:05.000000Z,0x0107d4dcf56ad2f905c9f2171de23bb627effe5478e0936112d6695c5885f1da,4562775,,ok,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x0Cf0Ee63788A0849fE5297F3407f701E122cC023,ETH,,native,,0,0,18,0.000090132,90132000000000,transfer,,https://eth.blockscout.com/tx/0x0107d4dcf56ad2f905c9f2171de23bb627effe5478e0936112d6695c5885f1da
token_transfer,2017-11-16T10:02:05.000000Z,0x0107d4dcf56ad2f905c9f2171de23bb627effe5478e0936112d6695c5885f1da,4562775,30,ok,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x35878B23c283c078dEc252336D27d91d1D1E8436,XDATA,Streamr XDATA,ERC-20,ok,3.128864207604489851,3128864207604489851,18,,,0xa9059cbb,0x0Cf0Ee63788A0849fE5297F3407f701E122cC023,https://eth.blockscout.com/tx/0x0107d4dcf56ad2f905c9f2171de23bb627effe5478e0936112d6695c5885f1da
native_transaction,2017-11-16T10:06:32.000000Z,0xf352eb30836b719a3a375d77036521315eb92ca6198ae8e742dac9083724ceb3,4562792,,ok,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x52903256dd18D85c2Dc4a6C999907c9793eA61E3,ETH,,native,,0,0,18,0.00016258,162580000000000,0xa9059cbb,,https://eth.blockscout.com/tx/0xf352eb30836b719a3a375d77036521315eb92ca6198ae8e742dac9083724ceb3
token_transfer,2017-11-16T10:06:32.000000Z,0xf352eb30836b719a3a375d77036521315eb92ca6198ae8e742dac9083724ceb3,4562792,64,ok,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,ERC-20,,ERC-20,ok,,777,,,,0xa9059cbb,0x52903256dd18D85c2Dc4a6C999907c9793eA61E3,https://eth.blockscout.com/tx/0xf352eb30836b719a3a375d77036521315eb92ca6198ae8e742dac9083724ceb3
native_transaction,2017-11-18T18:17:27.000000Z,0x2e49f7a55794d9e91d65e905ea3f164964dbd1e4c0083ec86eb5e558238472ab,4577330,,ok,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,ETH,,native,,0.1800564568,180056456800000000,18,0.000042,42000000000000,,,https://eth.blockscout.com/tx/0x2e49f7a55794d9e91d65e905ea3f164964dbd1e4c0083ec86eb5e558238472ab
token_transfer,2017-11-20T01:31:46.000000Z,0x12ace4ab34d58f3657234331b156158227d80975a19989c1dcdb0a8147fd3308,4585491,81,ok,0xAE2B80F7F4D285Caa658a285233550D19C8e7847,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,VIU,VIU,ERC-20,ok,591.1316446,591131644600000000000,18,,,0x7da5efc8,0x519475b31653E46D20cD09F9FdcF3B12BDAcB4f5,https://eth.blockscout.com/tx/0x12ace4ab34d58f3657234331b156158227d80975a19989c1dcdb0a8147fd3308
native_transaction,2017-11-27T06:13:32.000000Z,0x6a53f8527f2fc7b0e5ca2b50adf3abe888779052a4e3714142064100f81e9f79,4630093,,ok,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xB3EBE04E4a61cdFc5DbE7fa98f96A7ff22e51817,ETH,,native,,0.01,10000000000000000,18,0.000042,42000000000000,,,https://eth.blockscout.com/tx/0x6a53f8527f2fc7b0e5ca2b50adf3abe888779052a4e3714142064100f81e9f79
native_transaction,2017-11-27T06:22:39.000000Z,0x8a23c64d189247f0d0420f88a5fff495bcffeb783b65e02b64b8e7de9474c5ea,4630127,,ok,0xB3EBE04E4a61cdFc5DbE7fa98f96A7ff22e51817,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,ETH,,native,,0.005,5000000000000000,18,0.000042,42000000000000,,,https://eth.blockscout.com/tx/0x8a23c64d189247f0d0420f88a5fff495bcffeb783b65e02b64b8e7de9474c5ea
native_transaction,2017-11-27T06:24:55.000000Z,0x27b09f69724c9f10ea34be59605a15aeec1d5ac9eb54308b7bb0d4cbb35338ff,4630136,,ok,0xB3EBE04E4a61cdFc5DbE7fa98f96A7ff22e51817,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,ETH,,native,,0.004916,4916000000000000,18,0.000042,42000000000000,,,https://eth.blockscout.com/tx/0x27b09f69724c9f10ea34be59605a15aeec1d5ac9eb54308b7bb0d4cbb35338ff
native_transaction,2017-11-27T06:27:09.000000Z,0x504ffaab556da7f388927874aada82f7dda24b042494b7877777d32cf1c557ef,4630145,,ok,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0xB3EBE04E4a61cdFc5DbE7fa98f96A7ff22e51817,ETH,,native,,2.5,2500000000000000000,18,0.000042,42000000000000,,,https://eth.blockscout.com/tx/0x504ffaab556da7f388927874aada82f7dda24b042494b7877777d32cf1c557ef
token_transfer,2017-11-27T15:14:12.000000Z,0x6adef85c041c77eb47976f11c6600934080dc2d4600f703f004c65df9ae6eb28,4632372,419,ok,0x0000000000000000000000000000000000000000,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,ERC-20,,ERC-20,ok,,777,,,,0x0e6848cc,0x52903256dd18D85c2Dc4a6C999907c9793eA61E3,https://eth.blockscout.com/tx/0x6adef85c041c77eb47976f11c6600934080dc2d4600f703f004c65df9ae6eb28
token_transfer,2017-11-27T19:40:18.000000Z,0x0cf9a40c2aa9f7a70479059c6189586f30d21664881b9918269e0daccb2760bf,4633471,155,ok,0x0000000000000000000000000000000000000000,0xDd99152be8F2C02ce69F5710d38C7c8b1E10aA5f,ERC-20,,ERC-20,ok,,777,,,,0x0e6848cc,0x52903256dd18D85c2Dc4a6C999907c9793eA61E3,https://eth.blockscout.com/tx/0x0cf9a40c2aa9f7a70479059c6189586f30d21664881b9918269e0daccb2760bf
token_transfer,2017-12-02T15:02:28.000000Z,0x96268ddd1cc31482f6e67b22b717586b155a80d8ebc4b33c3069c424e832fc64,4662895,161,ok,0x6d4ee35D70AD6331000E370F079aD7df52E75005,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,ERC-20,,ERC-20,ok,,5000000000000000000,,,,0x23b4a836,0xEF68e7C694F40c8202821eDF525dE3782458639f,https://eth.blockscout.com/tx/0x96268ddd1cc31482f6e67b22b717586b155a80d8ebc4b33c3069c424e832fc64
internal_transaction,2017-12-02T19:47:04.000000Z,0x7bbaf94acfed626f83cb8218f1eb61e28e44d17b5fb7749e6539dc178df42268,4664084,2,ok,0x1522900B6daFac587d499a862861C0869Be6E428,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,ETH,,native,,0.043,43000000000000000,18,,,call,,https://eth.blockscout.com/tx/0x7bbaf94acfed626f83cb8218f1eb61e28e44d17b5fb7749e6539dc178df42268
internal_transaction,2017-12-02T20:09:07.000000Z,0xe816869b512c6106ce19670391c6f764aec535b6a9395a3d546ac19b88c3ec95,4664173,2,ok,0x1522900B6daFac587d499a862861C0869Be6E428,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,ETH,,native,,0.6,600000000000000000,18,,,call,,https://eth.blockscout.com/tx/0xe816869b512c6106ce19670391c6f764aec535b6a9395a3d546ac19b88c3ec95
native_transaction,2017-12-14T10:55:16.000000Z,0x34ce16ad384effc4eac991db5f0b93dd29086d3474f3e255e38ab2ad6677fe91,4730783,,ok,0xc3B0beDE4A1590BAE1EcF930D144D38D6Dd5A2B8,0x31aeaB4FF2D0bB779f4a274b75D598d7c426E974,ETH,,native,,0.791,791000000000000000,18,0.000231,231000000000000,,,https://eth.blockscout.com/tx/0x34ce16ad384effc4eac991db5f0b93dd29086d3474f3e255e38ab2ad6677fe91
native_transaction,2017-12-16T06:22:02.000000Z,0x66f42b92c0a27aa03476ea1143f0ba759488cdebfc675cfdd79c823b5700fd51,4741156,,ok,0xB3EBE04E4a61cdFc5DbE7fa98f96A7ff22e51817,0xcF490Ab4d183629D46b106c56c6925E50aD2cfBc,ETH,,native,,0.0213,21300000000000000,18,0.000042,42000000000000,,,https://eth.blockscout.com/tx/0x66f42b92c0a27aa03476ea1143f0ba759488cdebfc675cfdd79c823b5700fd51
token_transfer,2017-12-22T06:11:51.000000Z,0xc53d7960791853ad81e92780005c087fe2d2251308fdde5a1772b9722b5c3ffc,4775203,72,ok,0x1c19839c88c0cdb4D0b10208833101D75454d7C1,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,EMO,EMO tokens,ERC-20,ok,27.8558586868,27855858686800000000,18,,,0xaad41a41,0xd037a81B22e7F814bC6f87D50e5bd67d8c329Fa2,https://eth.blockscout.com/tx/0xc53d7960791853ad81e92780005c087fe2d2251308fdde5a1772b9722b5c3ffc
native_transaction,2017-12-31T22:12:26.000000Z,0x41c8aa4c76387cf54ba7cfc27a93cc78e60cb8d8056a8e33bc96374e1f776d68,4832276,,ok,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x22e4a2798e810C31589c7398B7877E53F9807b24,ETH,,native,,0.001324,1324000000000000,18,0.000315,315000000000000,,,https://eth.blockscout.com/tx/0x41c8aa4c76387cf54ba7cfc27a93cc78e60cb8d8056a8e33bc96374e1f776d68
native_transaction,2017-12-31T22:15:54.000000Z,0xf81ed127058fbba2166634e9fd8fdc8dd1a1953db17f03cc311eab9643e79da3,4832286,,ok,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,0x22e4a2798e810C31589c7398B7877E53F9807b24,ETH,,native,,0.0047,4700000000000000,18,0.0004305,430500000000000,,,https://eth.blockscout.com/tx/0xf81ed127058fbba2166634e9fd8fdc8dd1a1953db17f03cc311eab9643e79da3
token_transfer,2018-06-16T08:01:01.000000Z,0x2ea71dbb90b0a887ddeeea52d094171199009da9865647d7970123ccb0df718f,5797910,252,ok,0x0000000000000000000000000000000000000000,0x677878F16c6c7D6fA72510F7fbE355D1eaE276D0,HEALP,An Etheal Promo,ERC-20,ok,911,911,0,,,0x0e6848cc,0x7B2f9706CD8473B4F5B7758b0171a9933Fc6C4d6,https://eth.blockscout.com/tx/0x2ea71dbb90b0a887ddeeea52d094171199009da9865647d7970123ccb0df718f
token_transfer,2018-06-16T11:58:54.000000Z,0xeff6c3d30d8867e1b11dcaf7a5232ba650246fc83fa2b895b4771a03a9acf167,5798882,1523,ok,0x0000000000000000000000000000000000000000,0xB3EBE04E4a61cdFc5DbE7fa98f96A7ff22e51817,HEALP,An Etheal Promo,ERC-20,ok,911,911,0,,,0x0e6848cc,0x7B2f9706CD8473B4F5B7758b0171a9933Fc6C4d6,https://eth.blockscout.com/tx/0xeff6c3d30d8867e1b11dcaf7a5232ba650246fc83fa2b895b4771a03a9acf167
